id,Opening_code,opening_name,Opening_moves
GbCAvbVm,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
KLGNMqRl,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
7lCtWVqr,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
Rgv1gbrx,A40,Mikenas Defense,2
0VSQoHTc,C21,Center Game #2,3
WfELHva1,A04,Zukertort Opening: Black Mustang Defense,2
fg28jffm,D20,Queen's Gambit Accepted: Central Variation |  Modern Defense,6
ZYnHJzWV,B20,Sicilian Defense,2
tcltZ77N,D20,Queen's Gambit Accepted: Central Variation |  McDonnell Defense,6
S2THX7cn,B20,Sicilian Defense: Bowdler Attack,3
qWEk1GXm,B21,Sicilian Defense: Smith-Morra Gambit #2,3
fMNP1Wop,B30,Sicilian Defense: Old Sicilian,4
IXvfcuQX,B70,Sicilian Defense: Dragon Variation,10
PkIe5YFk,D00,Queen's Pawn Game,2
nvRREqtO,B50,Sicilian Defense,4
peVrWa10,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
8hby15XV,C21,Center Game #2,3
nGFuIqkz,D20,Queen's Gambit Accepted,4
CUlfIDoz,D20,Queen's Gambit Accepted,4
6YzaGJnS,E20,Nimzo-Indian Defense #2,5
T9Ow5Hnk,D00,Queen's Pawn Game: Veresov Attack |  Anti-Veresov,4
2XpPDuQI,C42,Russian Game: Urusov Gambit,5
L1BiuKiK,C23,Bishop's Opening,3
N8U7SnvR,C02,French Defense: Advance Variation #3,5
ixCW8Qku,C20,King's Pawn Game: Napoleon Attack,3
XYmAnB5e,D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,8
stBPu5YR,D02,Queen's Pawn Game: Chigorin Variation,4
1K4eY8ZQ,D30,Queen's Gambit Declined,4
OgUxoU0q,C68,Ruy Lopez: Exchange Variation |  Lutikov Variation,8
mVo19ftR,D02,Queen's Pawn Game: Zukertort Variation,3
fPkGRJ7W,C50,Italian Game: Rousseau Gambit,6
JjFnkDfV,C00,French Defense: Schlechter Variation,5
ZG5ZwEt7,C42,Russian Game: Three Knights Game,5
KUTVSSo0,C26,Bishop's Opening: Vienna Hybrid |  Spielmann Attack,7
sPBuKOpj,B00,Owen Defense,2
WPk9Kwqq,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
znKLI2KX,B00,Owen Defense,2
LNAHSibh,A01,Nimzo-Larsen Attack,1
RhLRiClg,A01,Nimzo-Larsen Attack,1
g78DiMI6,C46,Three Knights Opening,5
6vCP9E0M,B06,Modern Defense,2
nZENv3tc,C11,French Defense: Classical Variation |  Delayed Exchange Variation,7
sVrwuExa,C64,Ruy Lopez: Classical Variation,6
N0BldnJB,E11,Bogo-Indian Defense: Exchange Variation,8
dPtkQdqH,C64,Ruy Lopez: Classical Variation,6
L02iUU1G,C01,French Defense: Exchange Variation,5
i9bwQmxP,C20,King's Pawn Game: Leonardis Variation,3
99YrKI2n,C01,French Defense: Exchange Variation,5
5lCnIeyV,C53,Italian Game: Bird's Attack,9
YrFm5UHz,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
daz4Kle6,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
k4AkKoZk,C45,Scotch Game: Classical Variation,8
3IqP1fJF,C21,Danish Gambit,5
ebRzeP6O,B00,Carr Defense,2
VHDUcQr0,C50,Italian Game,5
AHcc7Oy2,C54,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11
ZNZALdFK,C50,Italian Game: Giuoco Pianissimo,7
EzyLrXdo,B44,Sicilian Defense: Paulsen Variation,8
s3SN9G03,C20,King's Pawn Game: Leonardis Variation,3
aRwZv4m0,A00,Polish Opening,1
kjXLgrTp,C20,English Opening: The Whale,3
QmeDOLbf,C00,French Defense: Knight Variation,3
3VWDqgmM,B32,Sicilian Defense: Loewenthal Variation,8
aaUR1xga,E33,Nimzo-Indian Defense: Classical Variation |  Zurich Variation,8
dUwR5MJL,A46,Yusupov-Rubinstein System,5
yVloLira,E20,Nimzo-Indian Defense,6
xA3oz92G,C64,Ruy Lopez: Classical Variation,6
MGcZBmyR,C64,Ruy Lopez: Classical Variation,6
ZLUEyqYJ,C01,French Defense: Mediterranean Defense,4
tkiSbgwP,C55,Italian Game: Anti-Fried Liver Defense,6
gwXHkwqD,C01,French Defense: Mediterranean Defense,4
V9s3NW2S,C54,Italian Game: Giuoco Piano |  Greco's Attack,13
broIZWlC,A10,English Opening,1
ckHDwRDp,B12,Caro-Kann Defense: Advance Variation,5
Ulaimo8V,A04,Zukertort Opening: Queenside Fianchetto Variation,2
BBDjXvqZ,B10,Caro-Kann Defense: Euwe Attack,3
XxVYsrVZ,B11,Caro-Kann Defense,4
piKaBA5C,A04,Zukertort Opening: Sicilian Invitation,2
9UzmQKeE,A00,Van Geet Opening,1
AdZ2nErS,A00,Mieses Opening,1
XOJsYEnU,B50,Sicilian Defense: Delayed Alapin,5
Ea0qOrvs,A00,Hungarian Opening,1
Da8B1ilt,A00,Polish Opening: Grigorian Variation,2
31tULW32,A46,Indian Game: Wade-Tartakower Defense,4
APJza1qe,B01,Scandinavian Defense,2
inbO5otz,A10,English Opening,1
tio78G3a,D00,Queen's Pawn Game #2,3
ABny08jd,D20,Queen's Gambit Accepted: Saduleto Variation,5
AkPTXpEN,C20,King's Pawn Game: Leonardis Variation,3
qRtpsifb,D06,Queen's Gambit Refused: Marshall Defense,4
DWBpoExR,B20,Sicilian Defense,2
NHsPttS1,D06,Queen's Gambit,3
ikWJ53Gc,B12,Caro-Kann Defense: Advance Variation,5
iQzySuSJ,A80,Dutch Defense,2
pFnWqyxE,C02,French Defense: Advance Variation #3,5
XwhSdYKm,A00,Hungarian Opening: Sicilian Invitation,2
q3i3qvvf,D00,Queen's Pawn Game,2
NFrQStzV,B25,Sicilian Defense: Closed Variation |  Traditional,4
kMzO5tNx,A00,Van't Kruijs Opening,1
9uISXGeS,B20,Sicilian Defense,2
x9WDuYjw,B20,Sicilian Defense,2
foSnaQwc,C00,French Defense: Normal Variation,3
vRkz8phQ,B01,Scandinavian Defense,2
RWpvKrKD,D06,Queen's Gambit,3
8Ob5UoS9,D00,Queen's Pawn Game #2,3
TGaagpWE,A40,Modern Defense,2
wgu8Oisq,A00,Mieses Opening,1
ozceXJFl,A40,Horwitz Defense,2
fh4TPeBQ,D07,Queen's Gambit Refused: Chigorin Defense #3,6
jFIsgpZM,A40,Englund Gambit,2
izh1eWxg,C02,French Defense: Advance Variation #3,5
7H5KigF4,A41,Old Indian Defense,3
vSENSIos,C00,French Defense: Knight Variation,3
fOjcw1qJ,C00,French Defense: Knight Variation,3
InSwV99D,E20,Nimzo-Indian Defense #2,5
atxNHjeh,D20,Queen's Gambit Accepted: Old Variation,5
FgkRqlAE,C02,French Defense: Advance Variation |  Euwe Variation,10
rh3SPH5A,C10,French Defense: Marshall Variation,6
PKj8s11H,C00,French Defense #2,2
ycmSydUA,D06,Queen's Gambit Refused: Marshall Defense,4
fZvxb855,D06,Queen's Gambit Refused: Marshall Defense,4
DxB8t15W,C00,French Defense #2,2
xEyxYogh,D10,Slav Defense #2,5
i4TXEW5Q,D15,Slav Defense: Three Knights Variation,7
2hZLVPEJ,C02,French Defense: Advance Variation |  Paulsen Attack,9
sJ5ajbHL,D20,Queen's Gambit Accepted: Old Variation,5
a8cLJozP,A01,Nimzo-Larsen Attack: Modern Variation #3,4
dNv90S7K,D31,Semi-Slav Defense: Accelerated Move Order,6
DOS7yETL,C02,French Defense: Advance Variation,8
VuUqrRD7,C00,French Defense: Queen's Knight,3
k7t5Saka,D31,Queen's Gambit Declined: Queen's Knight Variation,5
UnjCPtIE,A43,Old Benoni Defense,2
y1JMAG40,C00,French Defense #2,2
VdQFdHSj,C00,French Defense: Two Knights Variation,5
FyrWLEm0,A85,Dutch Defense: Queen's Knight Variation,5
X49HDQxo,D44,Semi-Slav Defense: Anti-Moscow Gambit,11
1gHRq2il,D00,Queen's Pawn Game,2
nLgcdnhg,E20,Nimzo-Indian Defense #2,5
9o2K8tQf,C02,French Defense: Advance Variation |  Paulsen Attack,9
aRN4DINX,C00,French Defense: Steinitz Attack,3
3qbD8DPO,C00,French Defense: Knight Variation,3
um2ho6V1,A40,Horwitz Defense,2
S3sRxcvL,C00,French Defense: Knight Variation,3
kobZaV77,A00,Van't Kruijs Opening,1
FOzRwGEN,C30,King's Gambit Declined |  Queen's Knight Defense,4
pTHtjlqb,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
66Hs0BxK,C62,Ruy Lopez: Steinitz Defense,6
jz6pSENJ,C00,French Defense: Steinitz Attack,3
j57SWUC4,C00,French Defense: Knight Variation,3
jWyV8cMm,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
pLwfqB1G,C62,Ruy Lopez: Steinitz Defense,6
0mkVfuYL,C41,Philidor Defense,5
0EdAmqZW,C60,Ruy Lopez: Vinogradov Variation,6
sw6Nlw3m,C01,French Defense: Exchange Variation,5
9rz8txms,A05,King's Indian Attack: Symmetrical Defense,4
2qbuFca1,B15,Caro-Kann Defense,5
uo2WmrNP,B21,Sicilian Defense: Smith-Morra Gambit #2,3
5lmqe0aT,C50,Four Knights Game: Italian Variation,8
aF7QGYoS,C30,King's Gambit Declined |  Queen's Knight Defense,4
uIiKJVXM,C42,Petrov's Defense,4
g6rfJj2e,A00,Van't Kruijs Opening,1
6mct9bG3,A03,Bird Opening,2
CvlnY92d,C20,Portuguese Opening,3
OkQVUZnh,C00,French Defense: Queen's Knight,3
ikpXZrS9,B07,King's Pawn Game: Maroczy Defense,4
un51ZTd9,D05,Colle System #2,7
nFVu86Dk,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
UVynrugG,B02,Alekhine Defense: Mokele Mbembe |  Vavra Defense,6
jzsi9Vxn,A40,Horwitz Defense,2
09xFi1vZ,C00,French Defense #2,2
TI6CzUp1,C21,Center Game #2,3
PiqtKqY9,C21,Center Game #2,3
8YqEhCnO,C45,Scotch Game,7
pPRLXuGK,C40,King's Pawn Game: Damiano Defense,4
K7d691HL,C45,Scotch Game,7
brHNZCet,B50,Sicilian Defense: Modern Variations |  Anti-Qxd4 Move Order,6
N25ppiIR,C51,Italian Game: Evans Gambit |  McDonnell Defense,10
3cyUVrhn,C62,Ruy Lopez: Steinitz Defense,6
D44CKaUd,B30,Sicilian Defense: Old Sicilian,4
Zxf736Tp,C44,Ponziani Opening: Jaenisch Counterattack,6
bljrotq7,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
u3L5cZgL,C02,French Defense: Advance Variation #3,5
BcehrrJr,B90,Sicilian Defense: Najdorf Variation,10
VOooXmA3,C00,French Defense: La Bourdonnais Variation,3
YCRbhsw4,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
7yCsLqnd,C02,French Defense: Advance Variation #2,7
6FDJ2Kmi,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
CnSku0H1,A00,Kadas Opening,1
toVqDBGO,A00,Van Geet Opening,1
emSHWbCo,A00,Saragossa Opening,1
bwOMZMTM,D00,Queen's Pawn Game: Mason Attack,3
EBAZeafV,C46,Four Knights Game: Italian Variation,7
klpOz48E,A06,Zukertort Opening: Reversed Mexican Defense,3
Wv6NzIC5,A06,Zukertort Opening: Reversed Mexican Defense,3
oFmbwfWW,E00,Amar Opening,1
UyM93Q3c,B10,Caro-Kann Defense: Accelerated Panov Attack #2,4
8h1ZdMus,D02,Queen's Pawn Game: Zukertort Variation,3
ecCUMZCo,C01,French Defense: Exchange Variation,5
3NyrG7Qp,B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Pin Defense,12
CRtUgeNG,B72,Sicilian Defense: Dragon Variation |  Classical Variation #2,11
6Eu2GURG,B33,Sicilian Defense: Open,8
FN9G9i3J,D31,Semi-Slav Defense: Accelerated Move Order,6
VlU6tKkF,D43,Semi-Slav Defense,8
JXrH9E6Q,D37,Queen's Gambit Declined: Three Knights Variation,7
UzK55lrM,B40,Sicilian Defense: French Variation,4
dowrYp3s,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,11
7NaRbrlA,B42,Sicilian Defense: Kan Variation |  Modern Variation,9
nqzw4ong,A00,Van't Kruijs Opening,1
i58SKQVw,E10,Blumenfeld Countergambit Accepted,12
86B2yzLA,C00,Rat Defense: Small Center Defense,4
3h6A8XAi,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,9
vC2ZHOhe,C64,Ruy Lopez: Classical Variation |  Modern Main Line,13
mrNOpD5C,C01,French Defense: Exchange Variation,5
I5FbNn5o,D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5
3hCqoDif,B08,Pirc Defense: Classical Variation |  Quiet System |  Czech Defense,12
IMyqf8O6,C01,French Defense: Winawer Variation |  Delayed Exchange Variation,7
9bsFtjkb,D55,Queen's Gambit Declined: Modern Variation |  Normal Line,11
glXTptxM,D02,Queen's Pawn Game: Zukertort Variation,3
XWnrSf7z,C41,Philidor Defense: Hanham Variation,6
kyq4VRd7,C00,French Defense: Knight Variation,3
BrymSHwW,C41,Philidor Defense #3,5
c2q81sXi,C21,Danish Gambit,5
onOXtg8y,D00,Queen's Pawn Game #2,3
ZPCQzqJQ,C45,Scotch Game: Classical Variation |  Intermezzo Variation,10
oTAbuzhb,B07,Pirc Defense #5,3
ARwCprA4,B00,King's Pawn Game: Nimzowitsch Defense,3
dfUEHFAv,A40,Horwitz Defense,2
bvEPtMim,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
Wx0fd1NI,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
HXoYgqVr,C40,King's Pawn Game: Damiano Defense,4
OnWpsJCx,B02,Alekhine Defense: Krejcik Variation,3
RzcEeUCp,B02,Alekhine Defense,2
OTOZg0z5,B02,Alekhine Defense,2
LcptRwMY,B10,Caro-Kann Defense: Masi Variation,4
HEEzH7sB,C45,Scotch Game,7
Y74Zg2A2,C50,Italian Game,5
ouADHkUk,B20,Sicilian Defense: Bowdler Attack,3
eoPFccWd,B29,Sicilian Defense: Nimzowitsch Variation |  Closed Variation,5
N7WeIqUb,B10,Caro-Kann Defense,2
ATaUGRev,C20,King's Pawn Game: Leonardis Variation,3
KTgEAGkT,A46,Yusupov-Rubinstein System,5
eXnpeKLs,D00,Queen's Pawn Game,2
pZSiSiS9,D00,Queen's Pawn Game #3,4
wlmlDVD1,A46,Yusupov-Rubinstein System,5
p62Rlx11,C40,King's Pawn Game: McConnell Defense,4
0sZPkUPL,D00,Queen's Pawn Game #2,3
L5Fsi5vf,A46,Yusupov-Rubinstein System,5
r45jGqaj,C41,Philidor Defense #2,4
cg8n094x,D00,Queen's Pawn Game #2,3
6CIZ0IkM,A00,Grob Opening,1
sZZPYmsS,A00,Van Geet Opening,1
dF0DIm4P,A40,Polish Defense,2
AhL3ezF1,A00,Van Geet Opening: Reversed Nimzowitsch,2
Ev2V6lc9,B00,King's Pawn,1
OTpEjib9,A03,Bird Opening: Dutch Variation,2
hkkLApVi,B00,Caro-Kann Defense: Hillbilly Attack,3
hqe8otnu,A04,Zukertort Opening: Black Mustang Defense,2
ptk23P17,B00,Nimzowitsch Defense |  Declined Variation,3
WtEenWvM,C41,Philidor Defense #3,5
E8Wvq1k4,C44,Scotch Game,5
Wt2JZmTJ,B21,Sicilian Defense: Smith-Morra Gambit #2,3
kCuv6768,C50,Giuoco Piano,6
TNYLPHQW,C46,Four Knights Game: Italian Variation,7
gjgsuuft,D10,Slav Defense,4
ShrGLi79,B20,Sicilian Defense: Bowdler Attack,3
1IxL2ePi,C44,Scotch Game,5
dn5EoEzS,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
vvcxPJA2,A00,Creepy Crawly Formation: Classical Defense,4
HZVio7jY,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
WeRnOFes,C55,Italian Game: Anti-Fried Liver Defense,6
nRUTyx0m,B20,Sicilian Defense: Bowdler Attack,3
OFXIXFIk,C44,Scotch Game,5
urWwvItl,C53,Italian Game: Classical Variation #2,7
zd5p6Biq,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
jIam1CPA,D00,Queen's Pawn Game #2,3
SZB16KyN,B30,Sicilian Defense: Old Sicilian,4
3zPdO0ee,C51,Italian Game: Evans Gambit Declined,8
qHLYFK5b,B21,Sicilian Defense: Smith-Morra Gambit #2,3
HN2eTv6l,B07,Pirc Defense #5,3
19TT4sOw,B50,Sicilian Defense,4
ATb4pZdo,C41,Philidor Defense #3,5
e0GBeUwW,C45,Scotch Game,7
NrrjmNJ2,B56,Sicilian Defense: Classical Variation,10
KkSRbUPQ,B54,Sicilian Defense #2,6
nG0H6mnr,B30,Sicilian Defense: Old Sicilian,4
10n7m2Yb,B20,Sicilian Defense: Staunton-Cochrane Variation,3
L75z6rNu,A04,Zukertort Opening: Queenside Fianchetto Variation,2
1KRUjwfk,C42,Russian Game: Three Knights Game,5
HOBJLqgZ,D00,Queen's Pawn Game,2
lwiI674Z,B00,Owen Defense,2
XJEo8eAc,B54,Sicilian Defense #2,6
ccBqPTck,D00,Queen's Pawn Game,2
ZytLJjpW,B23,Sicilian Defense: Closed Variation,3
Qp6HUC6i,C44,Scotch Game,5
sIub43Gy,C45,Scotch Game,7
YZ8SFytU,B90,Sicilian Defense: Najdorf Variation,10
tOqNU3JX,A00,Hungarian Opening,1
p7wXmHUk,C41,Philidor Defense #3,5
3R0FTYSJ,C44,Scotch Game,5
ue19ST3i,D02,Queen's Pawn Game: Zukertort Variation,3
h4pZriXb,D00,Blackmar-Diemer Gambit: Ryder Gambit,9
bEvA3qPb,C41,Philidor Defense: Exchange Variation,8
GtLnX9jb,C01,French Defense: Exchange Variation,5
j0WcJgBq,C61,Ruy Lopez: Bird Variation,6
yoCbKa3Y,D08,Queen's Gambit Refused: Albin Countergambit,4
r63ZoagW,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11
d3gvEdGa,C49,Four Knights Game: Double Spanish,8
BXenULlm,B00,St. George Defense,2
CoDTXvDw,B23,Sicilian Defense: Closed Variation,3
m1wwFUv2,B76,Sicilian Defense: Dragon Variation |  Yugoslav Attack,14
QdOw7qaR,B72,Sicilian Defense: Dragon |  6.Be3,11
M7DtmdOd,B06,Modern Defense,2
FuOzm69e,B70,Sicilian Defense: Dragon Variation,10
1kidbSUe,B08,Pirc Defense: Classical Variation,8
6imiq494,A57,Benoni Defense: Hromadka System,6
Kb9bTRct,E00,Indian Game: East Indian Defense,4
Dz7254on,B40,Sicilian Defense: French Variation,4
4FBIVMEA,C34,King's Gambit Accepted |  Schallopp Defense,6
UQRN2glr,E61,Indian Game: West Indian Defense,4
hIGBtGza,B30,Sicilian Defense: Old Sicilian,4
vr3SGf5i,A00,Hungarian Opening: Indian Defense,2
DWLsTLBc,E61,Indian Game: West Indian Defense,4
OWg3iF92,C35,King's Gambit Accepted |  Cunningham Defense,6
b61ShR4F,B43,Sicilian Defense: Kan Variation |  Knight Variation,9
F91V7uJN,E60,King's Indian Defense: Normal Variation |  King's Knight Variation,5
WEUdGqDa,C57,Italian Game: Two Knights Defense |  Polerio Defense,10
QxS42tyQ,C44,King's Knight Opening: Normal Variation,4
UjzdHRbB,C00,French Defense: Steinitz Attack,3
hNChZLFr,C41,Philidor Defense #4,6
3CqEsKVE,C02,French Defense: Advance Variation |  Nimzowitsch System,7
90b8B1iO,C54,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11
XcQSU4P9,D06,Queen's Gambit Refused: Marshall Defense,4
x1Tienfp,B30,Sicilian Defense: Old Sicilian,4
AcxkGszL,B12,Caro-Kann Defense: Advance Variation |  Short Variation,7
KX0uEWJ3,C42,Russian Game: Cozio (Lasker) Attack,9
lbhBZjdk,B00,Nimzowitsch Defense: Williams Variation,4
z3489XFw,C65,Ruy Lopez: Berlin Defense #2,6
2TFlm6GA,A45,Trompowsky Attack,3
XuQ6l7eu,C50,Italian Game,5
KdNS5igI,B40,Sicilian Defense: French Variation,4
XE0B1exE,C48,Four Knights Game: Spanish Variation,7
7GfUZrwo,C41,Philidor Defense: Exchange Variation #3,6
xtdvNSoe,A04,Zukertort Opening: Ross Gambit,2
akJMiDuY,C57,Italian Game: Two Knights Defense |  Traxler Counterattack |  Knight Sacrifice Line,9
jsSuL4AK,C42,Russian Game: Three Knights Game,5
VQYAN5Gg,C65,Ruy Lopez: Berlin Defense #2,6
V3saHjrm,C41,Philidor Defense #2,4
IsCMIlDI,A30,English Opening: Symmetrical Variation,2
FEAAfDjm,B00,Duras Gambit,2
Li5JezeR,B07,Pirc Defense #4,2
6IXvqxAX,A02,Bird Opening,1
J8N5Fzn1,A40,Modern Defense,2
cjxoNzmr,A41,Queen's Pawn,2
SlMReQBq,B10,Caro-Kann Defense: Massachusetts Defense,4
BKMLK9ql,A00,Mieses Opening: Reversed Rat,2
uucvcf0w,A43,Benoni Defense: Benoni Gambit |  Schlenker Defense,4
zXetrBr9,A01,Nimzo-Larsen Attack: Modern Variation #4,5
evVDZVmq,B00,St. George Defense,2
SXZAsO6r,B00,Duras Gambit,2
zCWBY9Dv,B00,St. George Defense: Zilbermints Gambit,4
dKGq55SS,A00,Mieses Opening,1
6lJnVMmg,D00,Queen's Pawn Game,2
Kdd0MnHr,C40,King's Pawn Game: Damiano Defense,4
Me9VtBdH,B28,Sicilian Defense: Double-Dutch Gambit,6
UjIGEvQ4,B11,Caro-Kann Defense,4
CXV0M8Rj,B07,Pirc Defense #4,2
zghDtr3B,C23,Bishop's Opening: Khan Gambit,4
Y4ufhSVs,B10,Caro-Kann Defense,2
Jei2FweC,C01,French Defense: Franco-Hiva Gambit I Accepted,6
PuAM0GwH,D20,Queen's Gambit Accepted,4
WgfeDCYW,D06,Queen's Gambit Refused: Austrian Attack |  Salvio Countergambit,6
RJ6zKzhj,B12,Caro-Kann Defense: Ulysses Gambit,7
3CT3DTDO,B07,King's Pawn Game: Maroczy Defense,4
hPj7iyMI,A40,English Defense #2,2
3fBpCNuA,A10,English Opening: Anglo-Scandinavian Defense,2
gLPho3t8,A40,Queen's Pawn,1
q4p3b940,C30,King's Gambit,3
XXYEmj7z,C20,King's Pawn Game: Leonardis Variation,3
zK5KFluZ,A03,Bird Opening: Dutch Variation,2
gmToa5R0,A02,Bird Opening,1
z3I3hrfZ,A20,English Opening: King's English Variation |  Nimzowitsch Variation,3
dCe6lbAe,A02,Bird Opening,1
QFtrCL0r,B07,Rat Defense: Harmonist,3
r3XYsW8V,A03,Bird Opening: Dutch Variation,2
JxEDfmXp,A02,Bird Opening,1
9I4A3mNA,C44,King's Knight Opening: Normal Variation,4
NarEAPFD,C65,Ruy Lopez: Berlin Defense #2,6
xwe24qzw,C46,Three Knights Opening,5
31H4nPmU,C00,French Defense: Steiner Variation,3
5IV28PNB,D00,Queen's Pawn Game,2
u8QXbQAE,C00,French Defense: Steiner Variation,3
481yE95w,A03,Bird Opening: Dutch Variation,2
iA3o2tRj,B00,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,6
WE7Koeln,A03,Bird Opening: Dutch Variation,2
fuGYeJHY,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
ZRwaZmgO,A03,Bird Opening: Dutch Variation,2
UDRVlwfc,D00,Queen's Pawn Game #2,3
PQKEjCvk,A03,Bird Opening: Dutch Variation,2
dGmgbEfj,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,6
sKHNjuvw,A20,English Opening: King's English Variation,2
T0Naxo24,C20,King's Pawn Game,2
gjymvZn3,C40,King's Knight Opening,3
JiSFx1DV,B10,Caro-Kann Defense,2
dZsvIkKo,D20,Queen's Gambit Accepted,4
VZJSVm93,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
UxsGxw4G,B01,Scandinavian Defense,2
T4MtDOZ4,D02,Queen's Pawn Game: Zukertort Variation,3
1rgrAOyK,A00,Clemenz Opening,1
qqo1zmY8,A00,Kadas Opening,1
RhLRiClg,A01,Nimzo-Larsen Attack,1
20ZX90Rl,C40,King's Knight Opening,3
Fa7kFoDc,C20,King's Pawn Game: Tortoise Opening,3
iNE1lale,C20,King's Pawn Game: Wayward Queen Attack,3
mZyKbejU,A40,Horwitz Defense,2
8q00h3Zs,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
OceNb5kB,B01,Scandinavian Defense,2
trOtBGm9,D02,Queen's Pawn Game: Chigorin Variation,4
fmR041ga,B00,Lemming Defense,2
WCto4iuw,C44,King's Knight Opening: Normal Variation,4
ET9OGBAy,C23,Bishop's Opening,3
74I5VB7k,C20,King's Pawn Game: Tortoise Opening,3
qnmkN1B0,C20,King's Pawn Game: Tortoise Opening,3
53ffpR72,A40,Englund Gambit,2
XUPh4332,C46,Four Knights Game: Italian Variation,7
4ScbZUkV,B07,Lion Defense: Lion's Jaw,5
JOpUzUdE,B10,Caro-Kann Defense,2
5VyBXbbj,C45,Scotch Game,7
ZkrEEMsY,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
w2SzJVPz,C26,Vienna Game: Stanley Variation,5
dfhuzAaA,C21,Danish Gambit Accepted |  Copenhagen Defense,10
7yXtPQr1,C50,Giuoco Piano,6
PB5lRCU6,C44,King's Knight Opening: Normal Variation,4
4fIwpNkz,C21,Danish Gambit Accepted,9
z4OH5yBf,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
rfKzVY8x,C21,Center Game #2,3
bzSwCLW2,C22,Center Game: Berger Variation,8
tYdEE0YW,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,4
V7WLWOdo,B07,King's Pawn Game: Maroczy Defense,4
3MLx65NK,C21,King's Pawn Game: Beyer Gambit,4
keVocdkQ,B06,Modern Defense,2
dyDPGGQF,C20,King's Pawn Game,2
u3HuYG0d,C40,King's Knight Opening,3
IdK61ztj,C24,Bishop's Opening: Berlin Defense,4
pGopU50l,D11,Slav Defense: Modern Line,5
NT7q676s,E60,King's Indian Defense: Normal Variation |  King's Knight Variation,5
rDf7QFqe,C50,Italian Game: Giuoco Pianissimo |  Normal,8
np8N2iNw,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
90U1suS3,A25,English Opening: King's English Variation |  Reversed Closed Sicilian,4
jmGRxiSC,B33,Sicilian Defense: Open,8
Vx21Arnp,C34,King's Gambit Accepted |  Becker Defense,6
QdgfgewN,A03,Bird Opening: Dutch Variation,2
2dchJk4o,C68,Ruy Lopez: Exchange Variation,7
IL6oV7DA,D02,Queen's Pawn Game: Chigorin Variation,4
IBvM8sD5,C21,Center Game #2,3
sUZVC1A5,C46,Three Knights Opening,5
m3PrB681,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
IqaLBVRm,C46,Four Knights Game: Italian Variation,7
