id,increment_code,Start_on,End_on
By3cxy3b,35+3,1462810000000.0,1462810000000.0
Pv6R38bQ,15+10,1462810000000.0,1462810000000.0
13b68GpP,35+3,1462810000000.0,1462810000000.0
xfER5DpY,35+3,1462810000000.0,1462810000000.0
cxM5PE1M,35+3,1462560000000.0,1462560000000.0
euSjdCcF,35+3,1462550000000.0,1462550000000.0
ZqBbsTmC,35+3,1462550000000.0,1462550000000.0
Xm5EkwvE,35+3,1462470000000.0,1462470000000.0
dypj4EuK,35+3,1462450000000.0,1462450000000.0
GzmlHHIq,35+3,1462450000000.0,1462450000000.0
U1rGL65Y,35+3,1462300000000.0,1462300000000.0
efugDNWB,35+3,1462300000000.0,1462300000000.0
nEfC6Zkm,35+3,1462300000000.0,1462300000000.0
8FyZBmFA,35+3,1462210000000.0,1462210000000.0
k6Y8QQCm,30+3,1462210000000.0,1462210000000.0
KA1NjqRM,30+3,1462130000000.0,1462130000000.0
RFp5hdYP,30+3,1462120000000.0,1462120000000.0
RZCWI4EL,10+0,1503280000000.0,1503290000000.0
Qw1UFcf2,10+0,1503280000000.0,1503280000000.0
uJqL0VWf,10+0,1503280000000.0,1503280000000.0
nfl1Wwjm,10+0,1503280000000.0,1503280000000.0
ih4m0Wa9,10+0,1503280000000.0,1503280000000.0
DGfxAaRs,10+0,1503280000000.0,1503280000000.0
2Bk0huLQ,10+0,1503280000000.0,1503280000000.0
BoUWdwT1,15+15,1502630000000.0,1502630000000.0
Esif8cNQ,15+15,1502380000000.0,1502390000000.0
Q8igMpuD,15+15,1502240000000.0,1502240000000.0
RY2ZX22x,15+15,1502240000000.0,1502240000000.0
OufJLEgH,15+15,1502240000000.0,1502240000000.0
r36xEZFr,15+15,1502110000000.0,1502110000000.0
8tPm7XyY,10+0,1498430000000.0,1498440000000.0
YvLqvP6p,15+15,1498430000000.0,1498430000000.0
BSiKvojE,15+15,1498430000000.0,1498430000000.0
L3nqlnqU,10+0,1497830000000.0,1497830000000.0
G5xsKKIB,15+15,1497830000000.0,1497830000000.0
3SRBeGan,15+15,1497040000000.0,1497040000000.0
wzArDq8e,15+15,1497040000000.0,1497040000000.0
wI91f3Tm,15+15,1496890000000.0,1496890000000.0
mUznfEKe,15+15,1496800000000.0,1496800000000.0
tw1aA68C,15+15,1496790000000.0,1496800000000.0
Mh4x45AH,8+0,1452550000000.0,1452550000000.0
TWUjhfpR,8+0,1452550000000.0,1452550000000.0
DXnBPHr6,10+0,1452550000000.0,1452550000000.0
VAjI72dM,10+0,1452550000000.0,1452550000000.0
vbRiHsbm,10+8,1452450000000.0,1452460000000.0
dBTeBnTL,10+8,1452450000000.0,1452450000000.0
f9UkUOBY,15+8,1452440000000.0,1452450000000.0
CLc6myYw,15+8,1452440000000.0,1452440000000.0
fwVvDm3Z,15+8,1452440000000.0,1452440000000.0
qzgu5zf3,6+4,1452390000000.0,1452390000000.0
f5Us4BuT,8+0,1452390000000.0,1452390000000.0
jyDLOgYe,5+8,1452310000000.0,1452310000000.0
2U8wFa9A,6+4,1452300000000.0,1452300000000.0
lPS1U2QB,17+8,1452300000000.0,1452300000000.0
AgP567Cl,17+8,1452300000000.0,1452300000000.0
6oZHx9a5,5+5,1452220000000.0,1452220000000.0
tVYeiMrD,5+5,1452220000000.0,1452220000000.0
k5rXWvwC,5+8,1496870000000.0,1496870000000.0
TL3huq3g,8+5,1496870000000.0,1496870000000.0
CAiCuq6n,10+0,1478470000000.0,1478470000000.0
G7trltFy,10+0,1478470000000.0,1478470000000.0
ONp4KGhI,10+0,1478470000000.0,1478470000000.0
h6deqbJa,10+0,1478470000000.0,1478470000000.0
SfHScrEI,10+0,1478460000000.0,1478470000000.0
PmK86H6P,10+0,1478460000000.0,1478460000000.0
eHTb5Qfh,10+0,1478460000000.0,1478460000000.0
bgv3IQF9,10+0,1478460000000.0,1478460000000.0
wtfZlRGa,30+0,1478460000000.0,1478460000000.0
mucCs6SN,5+8,1478390000000.0,1478390000000.0
clnqpkWZ,5+8,1478390000000.0,1478390000000.0
ND68cHO6,5+8,1478390000000.0,1478390000000.0
1fDJ7N8j,2+10,1473740000000.0,1473740000000.0
BhFsUnIo,30+0,1457140000000.0,1457140000000.0
bm0lTBKz,10+0,1469360000000.0,1469360000000.0
bl1lsXgi,10+0,1455170000000.0,1455170000000.0
Eo5epqXJ,10+0,1455170000000.0,1455170000000.0
vOm64W02,20+20,1488050000000.0,1488050000000.0
vl7lMOAF,20+20,1488050000000.0,1488050000000.0
VEnuGQic,20+5,1488040000000.0,1488040000000.0
kdD1jaK9,5+10,1473300000000.0,1473300000000.0
8CglP3nt,5+10,1473290000000.0,1473300000000.0
XjKzN7Dw,10+1,1470250000000.0,1470250000000.0
yoJGUIA6,13+0,1452650000000.0,1452650000000.0
4uVuAX6p,5+8,1452640000000.0,1452640000000.0
VyJYPJrR,15+0,1452630000000.0,1452630000000.0
LgARjU27,5+8,1452630000000.0,1452630000000.0
bsNtVlzo,5+8,1452560000000.0,1452560000000.0
toDfcusf,13+0,1496510000000.0,1496510000000.0
Qp7fD51q,10+0,1490840000000.0,1490840000000.0
qWQ8DsLZ,10+0,1490840000000.0,1490840000000.0
KuWN4iCa,10+0,1490840000000.0,1490840000000.0
i8clwVfc,9+0,1490710000000.0,1490710000000.0
7yttv6uY,9+0,1490710000000.0,1490710000000.0
xHDGKgIo,9+0,1490650000000.0,1490650000000.0
7jHTw89E,9+0,1490650000000.0,1490650000000.0
juDrvNZb,12+0,1490560000000.0,1490570000000.0
1y4rqqSf,17+0,1490560000000.0,1490560000000.0
UFknoALE,9+0,1490560000000.0,1490560000000.0
6ry1PCQE,9+0,1490560000000.0,1490560000000.0
57p1mAFW,15+0,1490550000000.0,1490550000000.0
DftJJeIP,15+0,1490540000000.0,1490540000000.0
Knp8kIlz,10+0,1487180000000.0,1487180000000.0
tfmoVlG7,10+0,1487180000000.0,1487180000000.0
5emzRJpL,10+0,1483680000000.0,1483680000000.0
uOVEO3J7,9+0,1472850000000.0,1472850000000.0
2ORYQfVt,9+0,1472850000000.0,1472850000000.0
ixKlWhB9,9+0,1472850000000.0,1472850000000.0
mqwohwBY,9+0,1468510000000.0,1468510000000.0
ziPuGydD,9+0,1468500000000.0,1468510000000.0
kUlT5BmQ,9+0,1461640000000.0,1461650000000.0
zEBOHZqK,9+0,1461300000000.0,1461300000000.0
8yKlcwcP,9+0,1461300000000.0,1461300000000.0
7grxDnlZ,9+0,1461260000000.0,1461260000000.0
PHnPqIYg,9+0,1461260000000.0,1461260000000.0
BcGAljGd,9+0,1461180000000.0,1461180000000.0
Jy4sb1lh,9+0,1461130000000.0,1461130000000.0
oqhAssXU,9+0,1460700000000.0,1460700000000.0
FBABnE9A,9+0,1460700000000.0,1460700000000.0
EDbv1LZH,9+0,1460700000000.0,1460700000000.0
DXsgPGQB,9+0,1460700000000.0,1460700000000.0
9GIc1NzJ,9+0,1460660000000.0,1460660000000.0
CeQaWCx5,9+0,1460660000000.0,1460660000000.0
lVWRWEB7,9+0,1460660000000.0,1460660000000.0
Ukex6RBa,9+0,1460560000000.0,1460560000000.0
BJjDxmNJ,9+0,1460560000000.0,1460560000000.0
B7YastXb,9+0,1460560000000.0,1460560000000.0
DCaHHi8g,9+0,1460430000000.0,1460440000000.0
2HN2z2wp,9+0,1460430000000.0,1460430000000.0
3TqNBLSH,9+0,1460430000000.0,1460430000000.0
PgrQhxmi,9+0,1460430000000.0,1460430000000.0
pWmrzGkO,9+0,1460430000000.0,1460430000000.0
ECMNZyY1,9+0,1460430000000.0,1460430000000.0
TmFtzKrK,9+0,1460250000000.0,1460250000000.0
6YFs0gTz,20+5,1452040000000.0,1452040000000.0
q4MLp41H,30+30,1452010000000.0,1452010000000.0
Hlu1wEd2,10+0,1474020000000.0,1474020000000.0
RYOLd3Tq,10+0,1474020000000.0,1474020000000.0
7wJ2Tpi4,10+0,1474020000000.0,1474020000000.0
ekD0fldb,10+0,1474020000000.0,1474020000000.0
CluJF0x8,8+2,1473810000000.0,1473810000000.0
r9TO5XHS,8+2,1473810000000.0,1473810000000.0
c7J5uoW2,10+30,1472910000000.0,1472910000000.0
ubi5igiA,8+0,1472910000000.0,1472910000000.0
NzeYv6ft,8+0,1472900000000.0,1472900000000.0
8XT0CJsq,8+0,1472900000000.0,1472900000000.0
Ude8WyHm,8+0,1472900000000.0,1472900000000.0
ENz8Bz5P,5+8,1472700000000.0,1472700000000.0
YruQrX5U,5+8,1472700000000.0,1472700000000.0
LNQ7uP4Z,5+6,1472690000000.0,1472690000000.0
a3eZgNtS,5+5,1472690000000.0,1472690000000.0
QSnaNJ76,10+0,1472690000000.0,1472690000000.0
wyaK4EdL,15+10,1472640000000.0,1472640000000.0
1AbHlrHu,15+10,1472640000000.0,1472640000000.0
SCeZnNQa,15+10,1472640000000.0,1472640000000.0
qV8JZBEt,10+5,1472630000000.0,1472630000000.0
Fcm279Mj,15+0,1472630000000.0,1472630000000.0
y6B8Xhhf,15+0,1472630000000.0,1472630000000.0
ck8oEjPq,15+0,1472620000000.0,1472620000000.0
xwNLa4yM,8+0,1472390000000.0,1472390000000.0
618dFq0q,8+0,1472390000000.0,1472390000000.0
C4m0Zl3c,15+10,1472380000000.0,1472380000000.0
bkg36N9k,15+10,1472380000000.0,1472380000000.0
9IhjXRxd,10+0,1472210000000.0,1472210000000.0
o7AQGiYV,10+0,1472210000000.0,1472210000000.0
2gk8bkUO,10+0,1472210000000.0,1472210000000.0
lR6jGLig,8+2,1472210000000.0,1472210000000.0
Q9nyAgzy,10+0,1472050000000.0,1472050000000.0
XeBfBz0A,40+15,1472040000000.0,1472050000000.0
t16Ofu6t,10+0,1472040000000.0,1472040000000.0
acxMEIrd,10+0,1472040000000.0,1472040000000.0
E59yzkI5,10+1,1472040000000.0,1472040000000.0
w5GtFsmU,15+0,1472040000000.0,1472040000000.0
txoVrQgu,15+0,1472040000000.0,1472040000000.0
TwKXMvNX,10+0,1482120000000.0,1482120000000.0
267g7xQn,10+0,1482120000000.0,1482120000000.0
lTQLGxpe,5+8,1479840000000.0,1479840000000.0
q8yflvqV,15+0,1479840000000.0,1479840000000.0
D3Lptfos,5+5,1478970000000.0,1478970000000.0
CgkXrIqa,15+0,1478640000000.0,1478640000000.0
gh5TuHkm,1+10,1478640000000.0,1478640000000.0
0WN5Dru2,1+10,1478640000000.0,1478640000000.0
wcvQaNBu,15+0,1478620000000.0,1478620000000.0
QONP2drS,15+5,1478620000000.0,1478620000000.0
NoaKz2AP,10+0,1478550000000.0,1478560000000.0
tRdHQh42,30+0,1478300000000.0,1478300000000.0
6wHe7HSY,5+8,1478300000000.0,1478300000000.0
N0o4EuDt,6+5,1478300000000.0,1478300000000.0
h18rXlol,20+10,1478300000000.0,1478300000000.0
OzJIZf0G,8+8,1478220000000.0,1478220000000.0
gWmiZHoB,30+0,1478220000000.0,1478220000000.0
oIoPcbix,15+0,1478220000000.0,1478220000000.0
kAcddm3D,30+0,1478130000000.0,1478140000000.0
1B5vO3QZ,30+0,1478130000000.0,1478130000000.0
PiXUPETv,15+0,1478120000000.0,1478130000000.0
x0P6VdqJ,20+15,1478050000000.0,1478050000000.0
MVPnQNS8,20+15,1478050000000.0,1478050000000.0
KNuRozZo,30+0,1478040000000.0,1478050000000.0
IgptBeRL,2+15,1477880000000.0,1477880000000.0
k8gQ9Psj,8+0,1477870000000.0,1477870000000.0
0xEGHw2W,10+0,1477870000000.0,1477870000000.0
yYUD7478,10+0,1477870000000.0,1477870000000.0
jhybPsBv,20+2,1477840000000.0,1477840000000.0
lNETA4aK,20+0,1477710000000.0,1477710000000.0
4Z5fjrAM,60+0,1477670000000.0,1477670000000.0
xpybqmR8,20+0,1477610000000.0,1477610000000.0
epd0eBBm,10+0,1477610000000.0,1477610000000.0
pnrylvlN,10+0,1477610000000.0,1477610000000.0
z8p6iftM,8+2,1477530000000.0,1477530000000.0
ulWr7nLf,10+0,1477530000000.0,1477530000000.0
0dgW9sUL,10+0,1477530000000.0,1477530000000.0
jf2K5ivm,20+20,1477440000000.0,1477450000000.0
7BpSGg8i,5+15,1472210000000.0,1472210000000.0
Q0x4DlBj,5+8,1466530000000.0,1466530000000.0
ItZAAFxb,15+10,1466530000000.0,1466530000000.0
udzke8td,10+0,1466000000000.0,1466000000000.0
NNttYDJc,10+10,1464330000000.0,1464330000000.0
Fzs1Q62H,8+5,1464200000000.0,1464200000000.0
Gihqfnr5,10+0,1464190000000.0,1464190000000.0
mCerCF5T,10+0,1464190000000.0,1464190000000.0
qrC9I4xm,5+8,1464170000000.0,1464170000000.0
P7kNbHoz,5+8,1464170000000.0,1464170000000.0
Tt7sVfrj,5+8,1464170000000.0,1464170000000.0
MwiJIWlk,5+8,1464170000000.0,1464170000000.0
VjvJVKlh,20+0,1464160000000.0,1464160000000.0
zvuryAhz,5+8,1464080000000.0,1464080000000.0
2J7rA2Et,11+0,1464020000000.0,1464020000000.0
tNhRqPnq,10+3,1463920000000.0,1463920000000.0
cTpaPu6F,12+5,1463920000000.0,1463920000000.0
I5l7ut6z,10+0,1463840000000.0,1463840000000.0
41aCvt92,15+0,1462980000000.0,1462980000000.0
Z9PTp5Ys,15+0,1455030000000.0,1455040000000.0
Wrm1zOlA,25+5,1454870000000.0,1454870000000.0
cWXIPeXf,13+0,1504370000000.0,1504370000000.0
XxkHBPg8,10+0,1498990000000.0,1498990000000.0
Xxjp58Do,10+0,1498990000000.0,1498990000000.0
BPPgcne1,10+0,1498990000000.0,1498990000000.0
ZjMwWVg6,10+0,1498990000000.0,1498990000000.0
HqBCoJ2T,16+0,1496930000000.0,1496930000000.0
XupT1E8y,15+0,1496930000000.0,1496930000000.0
6BM2RU3Z,10+0,1496900000000.0,1496900000000.0
ySHPH3Ei,13+0,1484630000000.0,1484630000000.0
qB2ZfXdc,13+0,1484630000000.0,1484630000000.0
IJWoYURf,17+0,1483510000000.0,1483510000000.0
RqipqrWP,15+0,1483510000000.0,1483510000000.0
Tb1RQESE,15+0,1483430000000.0,1483440000000.0
pDoxtPqR,15+0,1483430000000.0,1483430000000.0
XpPCJ7af,10+2,1483370000000.0,1483370000000.0
AbKopmxf,10+3,1481550000000.0,1481550000000.0
ysIA8qk1,8+0,1481470000000.0,1481470000000.0
yNLwbz9R,15+5,1481470000000.0,1481470000000.0
cbUTIecY,15+0,1481470000000.0,1481470000000.0
oQ4Kc4Co,10+0,1481090000000.0,1481090000000.0
cH4Rzc3B,14+0,1467590000000.0,1467600000000.0
iBX5kpPy,15+0,1466930000000.0,1466930000000.0
98KTgF4d,10+0,1465890000000.0,1465890000000.0
nEMXjw0O,15+0,1465890000000.0,1465890000000.0
pO3jCDBc,15+0,1465890000000.0,1465890000000.0
NZFJa3EF,15+0,1465280000000.0,1465280000000.0
8Bq7xzPR,15+0,1465190000000.0,1465190000000.0
Y0qx9hX5,10+5,1465190000000.0,1465190000000.0
SH4pFiWX,15+0,1465180000000.0,1465190000000.0
2O3IhLSe,15+0,1465100000000.0,1465100000000.0
BbkrzzQC,15+0,1465010000000.0,1465010000000.0
AoKFkLfR,14+6,1464900000000.0,1464900000000.0
d8qTwQrj,14+0,1464840000000.0,1464840000000.0
WbTSc5pg,14+0,1464840000000.0,1464840000000.0
77iblRwJ,10+5,1464720000000.0,1464720000000.0
MMYhHm45,10+0,1464650000000.0,1464650000000.0
OCjlTny0,10+0,1464650000000.0,1464650000000.0
88qG4Kxf,10+5,1504090000000.0,1504090000000.0
nbwVw5fg,15+0,1503900000000.0,1503900000000.0
94GPH5v0,10+30,1502410000000.0,1502410000000.0
N1n4SNHo,10+5,1501430000000.0,1501430000000.0
cvEQ6BlD,15+0,1451890000000.0,1451890000000.0
mUZWJmhc,5+8,1451890000000.0,1451890000000.0
Tn9khEJn,5+8,1451890000000.0,1451890000000.0
EuFz97XR,5+8,1451890000000.0,1451890000000.0
iZBBkJyP,10+0,1451750000000.0,1451750000000.0
Jf96At7T,10+0,1451400000000.0,1451400000000.0
45A92AL3,5+5,1451130000000.0,1451130000000.0
TRDHPzZL,10+0,1483760000000.0,1483760000000.0
b1UDIG2N,10+0,1483760000000.0,1483760000000.0
Qc7sTckR,10+0,1481680000000.0,1481690000000.0
s6CJMAch,25+0,1481430000000.0,1481430000000.0
aWNqXns5,25+0,1481420000000.0,1481430000000.0
1HFuKv6u,25+0,1481420000000.0,1481420000000.0
jV2v7Tc4,15+0,1481390000000.0,1481390000000.0
sGXpIwDH,10+0,1480650000000.0,1480650000000.0
ARSNlMxy,25+0,1480300000000.0,1480300000000.0
uTEyswdc,10+0,1479870000000.0,1479870000000.0
tV8RMHA7,25+0,1479770000000.0,1479770000000.0
Bqkjtocd,25+0,1479770000000.0,1479770000000.0
U6fnMweG,25+0,1479700000000.0,1479700000000.0
OFlNsA02,25+0,1479700000000.0,1479700000000.0
pYSoplSA,25+0,1479690000000.0,1479700000000.0
l9eKM738,25+0,1479690000000.0,1479690000000.0
ibZAFEWb,10+0,1483080000000.0,1483080000000.0
iJAKDHGQ,20+40,1453100000000.0,1453100000000.0
UnIziWzX,20+40,1453100000000.0,1453100000000.0
gt6xLb4K,20+40,1453100000000.0,1453100000000.0
IPYQa7Aw,20+40,1453100000000.0,1453100000000.0
cIt2iPsO,20+40,1453000000000.0,1453000000000.0
ZwEIvqHc,20+40,1453000000000.0,1453000000000.0
0WUOwfrw,20+40,1452990000000.0,1452990000000.0
bRqbt11Q,20+40,1452990000000.0,1452990000000.0
4xgbq10z,20+40,1452990000000.0,1452990000000.0
uhV1YebD,20+40,1452980000000.0,1452980000000.0
SXdJvTV9,20+40,1452970000000.0,1452970000000.0
yE2A8BYs,20+40,1452970000000.0,1452970000000.0
085OSN9M,20+40,1452930000000.0,1452930000000.0
x1qmVHkC,20+0,1452930000000.0,1452930000000.0
hAMrgoqF,10+0,1451620000000.0,1451620000000.0
CsjVK1W7,10+0,1451610000000.0,1451610000000.0
JllYZIog,10+0,1451610000000.0,1451610000000.0
J3KyUAeg,10+0,1451610000000.0,1451610000000.0
9S7BYRBH,10+0,1451610000000.0,1451610000000.0
doj35Hmo,30+10,1451600000000.0,1451600000000.0
DxSKsFJn,30+10,1451540000000.0,1451540000000.0
uMs8UtSO,30+10,1451520000000.0,1451520000000.0
QK98lj2r,30+10,1451510000000.0,1451510000000.0
Ee9QqZ9N,30+10,1451440000000.0,1451440000000.0
4HVGJ5JB,30+10,1451440000000.0,1451440000000.0
nQ6LUDaP,30+10,1451440000000.0,1451440000000.0
fjRxTVtx,30+10,1451440000000.0,1451440000000.0
0jjEgzKF,30+10,1451430000000.0,1451430000000.0
XgqueUTP,30+10,1451430000000.0,1451430000000.0
pDS1w75s,30+10,1451430000000.0,1451430000000.0
aecLHETT,30+10,1451430000000.0,1451430000000.0
7IzmxehQ,30+10,1451430000000.0,1451430000000.0
dMAzubgV,30+10,1451420000000.0,1451430000000.0
9jbyEoEo,30+10,1451420000000.0,1451420000000.0
9Ih9CYkE,10+10,1451420000000.0,1451420000000.0
L2n3s5w5,30+10,1451420000000.0,1451420000000.0
mo2Fx2Nf,30+10,1451420000000.0,1451420000000.0
ziHN1hrw,30+10,1451340000000.0,1451340000000.0
QoEITbKl,30+10,1451340000000.0,1451340000000.0
A8YuGP19,15+20,1452550000000.0,1452560000000.0
HaQDWyiM,10+2,1480640000000.0,1480640000000.0
24VlKFZ8,10+2,1480640000000.0,1480640000000.0
euZVf5HZ,10+2,1480640000000.0,1480640000000.0
QQBVc2UZ,10+2,1480640000000.0,1480640000000.0
H4DqND3S,10+2,1480640000000.0,1480640000000.0
e4ckxMmq,10+2,1480640000000.0,1480640000000.0
zr63v9Rk,15+0,1452620000000.0,1452620000000.0
uWVoT53m,15+8,1452370000000.0,1452370000000.0
8w5h7deH,12+0,1452370000000.0,1452370000000.0
7TOJ38K7,5+8,1452190000000.0,1452190000000.0
LtSXNdvA,5+5,1452180000000.0,1452180000000.0
q6Qmlg5t,14+10,1452100000000.0,1452110000000.0
gqLfc59H,5+8,1451770000000.0,1451770000000.0
l6lJNkra,12+3,1451760000000.0,1451760000000.0
ZSxiJtyU,13+14,1451490000000.0,1451490000000.0
AaDW8c7E,10+0,1451420000000.0,1451420000000.0
uaXc1OTZ,8+5,1451420000000.0,1451420000000.0
y6o8j8d0,12+1,1451420000000.0,1451420000000.0
QcM8sSGl,5+8,1451410000000.0,1451410000000.0
rxfAX58s,5+5,1451410000000.0,1451410000000.0
HVz8lO9j,10+0,1451340000000.0,1451340000000.0
jS9QG2EC,5+8,1451330000000.0,1451330000000.0
pwKUZLjK,10+0,1451330000000.0,1451330000000.0
Od87fUfS,5+5,1451310000000.0,1451310000000.0
qxzijpRi,15+0,1451310000000.0,1451310000000.0
fodNBvuE,10+2,1451240000000.0,1451240000000.0
29eBIsj8,10+2,1451240000000.0,1451240000000.0
eQxNcfmC,9+1,1451160000000.0,1451160000000.0
80gj0Kgz,15+15,1451150000000.0,1451160000000.0
oNgXtN90,5+5,1450790000000.0,1450790000000.0
bVnfKFTJ,10+2,1450560000000.0,1450560000000.0
1LT9FLVw,15+8,1450560000000.0,1450560000000.0
1nvnSEVC,8+0,1503560000000.0,1503560000000.0
Q0DkNpNt,8+0,1501820000000.0,1501820000000.0
2FzXNILw,12+0,1501820000000.0,1501820000000.0
SqXIWGwD,15+5,1501740000000.0,1501740000000.0
fTkMvWEa,5+5,1501690000000.0,1501690000000.0
AsOsZWpi,5+8,1501680000000.0,1501690000000.0
fgI8EXIG,15+0,1501640000000.0,1501650000000.0
PkoSjc7l,5+8,1501540000000.0,1501540000000.0
FvD4xF8P,15+0,1501480000000.0,1501480000000.0
FnQo1IoK,7+5,1501460000000.0,1501460000000.0
Uvt6L6sx,5+5,1501460000000.0,1501460000000.0
90RqhNHq,10+3,1501360000000.0,1501360000000.0
x4gK3MKL,15+0,1501360000000.0,1501360000000.0
zlwpfzva,7+2,1501360000000.0,1501360000000.0
vScxmsKm,8+3,1501360000000.0,1501360000000.0
p4HTPMHT,9+9,1501260000000.0,1501260000000.0
MdcA1QbQ,8+4,1501260000000.0,1501260000000.0
i1nPDbGV,10+5,1501190000000.0,1501200000000.0
UeWh8dnC,30+0,1501110000000.0,1501110000000.0
tKYBA8vo,10+6,1501010000000.0,1501010000000.0
Alqu8eEV,2+10,1500970000000.0,1500970000000.0
emmtzF09,8+0,1500400000000.0,1500400000000.0
B6Zbgbjp,6+3,1500400000000.0,1500400000000.0
rEAV0ida,8+7,1500360000000.0,1500360000000.0
h3VFxXO4,15+15,1500330000000.0,1500340000000.0
XIU6Rs5n,15+0,1500230000000.0,1500230000000.0
d1FIn0fp,10+0,1500230000000.0,1500230000000.0
ZDGEnAe8,10+0,1500230000000.0,1500230000000.0
YDMGgO40,10+0,1500230000000.0,1500230000000.0
iyIxOMVW,15+10,1500230000000.0,1500230000000.0
E6y2bQtu,5+8,1500230000000.0,1500230000000.0
wUgHZqsI,11+0,1500220000000.0,1500220000000.0
Yjyy7TgR,8+0,1500170000000.0,1500170000000.0
Ly2rRnWN,10+10,1500150000000.0,1500160000000.0
1aVkBHkG,5+8,1500000000000.0,1500000000000.0
u7g0gkjx,15+0,1500000000000.0,1500000000000.0
Tj6OIJg9,5+5,1500000000000.0,1500000000000.0
T1OiLavz,10+5,1499990000000.0,1499990000000.0
1WOFbFWn,11+5,1499930000000.0,1499930000000.0
Y0kllXc7,7+7,1499810000000.0,1499810000000.0
D2URpTip,5+5,1499230000000.0,1499240000000.0
kOkHvtc8,15+0,1499230000000.0,1499230000000.0
XEbHmTCg,15+0,1499200000000.0,1499200000000.0
Q3BVQwXP,10+5,1499200000000.0,1499200000000.0
aWeFl3gZ,3+15,1499140000000.0,1499140000000.0
1IY0vFMg,5+5,1499040000000.0,1499040000000.0
BJJOtfG6,5+8,1498890000000.0,1498890000000.0
mvZTXW1g,20+0,1462340000000.0,1462340000000.0
K9MIuJ72,8+4,1453540000000.0,1453540000000.0
L7vLOhHR,10+0,1453530000000.0,1453530000000.0
ApWyGpzN,10+5,1504400000000.0,1504400000000.0
xBByN3eB,15+0,1504300000000.0,1504300000000.0
rxATqebJ,5+5,1504240000000.0,1504240000000.0
54ZUu8Vu,15+0,1504220000000.0,1504220000000.0
B4J3uhp2,15+0,1504070000000.0,1504070000000.0
iNSQRrQt,15+15,1503930000000.0,1503930000000.0
5wDnZOT6,7+8,1430150000000.0,1430150000000.0
i9l4d3Sp,10+0,1492030000000.0,1492030000000.0
GJYreQIM,10+0,1492030000000.0,1492030000000.0
ytAjBJzG,10+0,1492030000000.0,1492030000000.0
LvoKexcf,10+0,1491770000000.0,1491770000000.0
4M6TlqJW,10+0,1491770000000.0,1491770000000.0
FiZVAfeG,10+0,1491770000000.0,1491770000000.0
Up2N7T1l,10+0,1491770000000.0,1491770000000.0
fK8Y9TXq,10+0,1491770000000.0,1491770000000.0
Fk7E6Ikw,10+0,1491770000000.0,1491770000000.0
wWT0Pu8B,7+2,1491680000000.0,1491680000000.0
wEHdayxX,10+0,1491680000000.0,1491680000000.0
KKwaVG3w,10+0,1491680000000.0,1491680000000.0
XmSBtXhm,10+0,1491680000000.0,1491680000000.0
LeG0doiD,10+0,1491680000000.0,1491680000000.0
NxvwzFQd,10+0,1491680000000.0,1491680000000.0
4bOulIL9,10+0,1491680000000.0,1491680000000.0
koYqP7sn,10+0,1491680000000.0,1491680000000.0
3MiSNK1O,10+0,1491680000000.0,1491680000000.0
iEPmZz0Z,10+0,1491680000000.0,1491680000000.0
sCo4Y0jx,10+2,1482070000000.0,1482070000000.0
bPOYMqqS,180+25,1494540000000.0,1494540000000.0
NDI8OLbP,180+25,1494540000000.0,1494540000000.0
iUSWUpMZ,180+25,1494540000000.0,1494540000000.0
ClYiHsub,8+0,1487530000000.0,1487530000000.0
8isnbs4r,8+0,1497150000000.0,1497150000000.0
rKNmpgvm,8+0,1497150000000.0,1497150000000.0
cyrlUXRg,8+0,1497150000000.0,1497150000000.0
fou8Dq2i,8+0,1497150000000.0,1497150000000.0
jP4YJia6,10+0,1490240000000.0,1490240000000.0
CAP0pkml,10+0,1490240000000.0,1490240000000.0
rLrfDyQa,10+0,1490240000000.0,1490240000000.0
aGxHk3U8,10+0,1490240000000.0,1490240000000.0
yKZ2Brtu,10+0,1490180000000.0,1490180000000.0
etd4c8ZZ,20+0,1490180000000.0,1490180000000.0
m97wArwc,20+0,1490170000000.0,1490170000000.0
9Quskn40,20+0,1490170000000.0,1490170000000.0
Eo1mkUHl,20+0,1490170000000.0,1490170000000.0
yQGfqBho,20+0,1490170000000.0,1490170000000.0
SeZqtwFw,20+0,1490170000000.0,1490170000000.0
DfePKSTa,20+0,1490160000000.0,1490160000000.0
q41gEWQT,20+0,1490160000000.0,1490160000000.0
lG6UOkTO,20+0,1490160000000.0,1490160000000.0
mFC3xb7W,20+0,1490160000000.0,1490160000000.0
pk3xYOd3,20+0,1490160000000.0,1490160000000.0
zDyPYvM7,20+0,1490160000000.0,1490160000000.0
